mod; YYYY/MM/DD; HH:MM:SS; aligned
src; "Omnibus Systems - Omnibase "; "2010/03/28" ; "11:14:07"
chs; "ASCII"
ver; "For help and support contact the Omnibus Support Team"
ifv; "Version 5.0"
dve; "For help and support contact the Omnibus Support Team"
fft; ""
tbl; STOP_POINT
atr; BASE_VERSION; POINT_TYPE; POINT_NO; STOP_POINT_NO; STOP_POINT_DESC
frm; num[11.0]; num[11.0]; num[11.0]; num[11.0]; char[40]
rec;    20100328;           1;       72700;           0;                  "Upper Gloucester Road"
rec;    20100328;           1;       72701;           1;                  "Upper Gloucester Road"
rec;    20100328;           1;       72900;           0;                            "St Dunstans"
rec;    20100328;           1;       72901;           1;                            "St Dunstans"
rec;    20100328;           1;       73000;           0;                            "Beacon Hill"
rec;    20100328;           1;       73001;           1;                            "Beacon Hill"
rec;    20100328;           1;       73100;           0;                  "Ovingdean Hall School"
rec;    20100328;           1;       73101;           1;                  "Ovingdean Hall School"
rec;    20100328;           1;       73200;           0;                        "Ainsworth Close"
rec;    20100328;           1;       73201;           1;                        "Ainsworth Close"
rec;    20100328;           1;       73300;           0;                          "Longhill Road"
rec;    20100328;           1;       73301;           1;                          "Longhill Road"
rec;    20100328;           1;       73400;           0;                 "Wanderdown Road Bottom"
rec;    20100328;           1;       73401;           1;                 "Wanderdown Road Bottom"
rec;    20100328;           1;       73500;           0;                         "Appledore Road"
rec;    20100328;           1;       73601;           1;                         "Longhill Close"
rec;    20100328;           1;       73701;           1;                      "Fitzherbert Drive"
rec;    20100328;           1;       73800;           0;                         "Carlyle Avenue"
rec;    20100328;           1;       73801;           1;                         "Carlyle Avenue"
rec;    20100328;           1;       73900;           0;                      "Eastbourne Road A"
rec;    20100328;           1;       74000;           0;                             "Baden Road"
rec;    20100328;           1;       74001;           1;                             "Baden Road"
rec;    20100328;           1;       74100;           0;                  "Coombe Road Sch. West"
rec;    20100328;           1;       74200;           0;                  "Bottom of Coombe Road"
rec;    20100328;           1;       74201;           1;                  "Bottom of Coombe Road"
rec;    20100328;           1;       74300;           0;                          "Lynchet Close"
rec;    20100328;           1;       74400;           0;                     "Brentwood Crescent"
rec;    20100328;           1;       74500;           0;                         "Burstead Close"
rec;    20100328;           1;       74600;           0;                       "Quarry Bank Road"
rec;    20100328;           1;       74700;           0;                   "Hollingbury Crescent"
rec;    20100328;           1;       75200;           0;                             "Ropetackle"
rec;    20100328;           1;       75201;           1;                             "Ropetackle"
rec;    20100328;           1;       75300;           0;                           "Civic Centre"
rec;    20100328;           1;       75301;           1;                           "Civic Centre"
rec;    20100328;           1;       75501;           1;                  "Coombe Road Sch. East"
rec;    20100328;           1;       75600;           0;                        "Brighton Marina"
rec;    20100328;           1;       75601;           1;                        "Brighton Marina"
rec;    20100328;           1;       75800;           0;                    "Wanderdown Road Top"
rec;    20100328;           1;       75801;           1;                    "Wanderdown Road Top"
rec;    20100328;           1;       75900;           0;                               "The Vale"
rec;    20100328;           1;       75901;           1;                               "The Vale"
rec;    20100328;           1;       76000;           0;                       "Ovingdean Stores"
rec;    20100328;           1;       76001;           1;                       "Ovingdean Stores"
rec;    20100328;           1;       76100;           0;                         "Henfield Close"
rec;    20100328;           1;       76101;           1;                         "Henfield Close"
rec;    20100328;           1;       76200;           0;                         "Hanover Street"
rec;    20100328;           1;       76201;           1;                         "Hanover Street"
rec;    20100328;           1;       76300;           0;                           "Ewart Street"
rec;    20100328;           1;       76301;           1;                           "Ewart Street"
rec;    20100328;           1;       76400;           0;                         "Sycamore Close"
rec;    20100328;           1;       76401;           1;                         "Sycamore Close"
rec;    20100328;           1;       76500;           0;                     "Bush Cottage Close"
rec;    20100328;           1;       76501;           1;                     "Bush Cottage Close"
rec;    20100328;           1;       76801;           1;                 "Norwich Drive East End"
rec;    20100328;           1;       76900;           0;                        "Kingston Bay Rd"
rec;    20100328;           1;       77000;           0;                 "The Burrells North End"
rec;    20100328;           1;       77100;           0;                    "Winterton Way North"
rec;    20100328;           1;       77200;           0;                           "Emerald Quay"
rec;    20100328;           1;       77300;           0;                          "Waterside Inn"
rec;    20100328;           1;       77400;           0;                           "Benbow Close"
rec;    20100328;           1;       77500;           0;                         "Washington St."
rec;    20100328;           1;       77501;           1;                         "Washington St."
rec;    20100328;           1;       77600;           0;                            "Marlow Road"
rec;    20100328;           1;       77700;           0;                     "Franklin Road West"
rec;    20100328;           1;       77701;           1;                     "Franklin Road West"
rec;    20100328;           1;       77901;           1;                          "Open Market N"
rec;    20100328;           1;       78100;           0;                       "Vines Cross Road"
rec;    20100328;           1;       78101;           1;                       "Vines Cross Road"
rec;    20100328;           1;       78300;           0;                    "Tumulus Road Middle"
rec;    20100328;           1;       78301;           1;                    "Tumulus Road Middle"
rec;    20100328;           1;       78400;           0;                          "Winton Avenue"
rec;    20100328;           1;       78401;           1;                          "Winton Avenue"
rec;    20100328;           1;       78500;           0;                          "Glynde Avenue"
rec;    20100328;           1;       78501;           1;                          "Glynde Avenue"
rec;    20100328;           1;       78600;           0;                      "Falmer Avenue Top"
rec;    20100328;           1;       78601;           1;                      "Falmer Avenue Top"
rec;    20100328;           1;       78900;           0;                       "Saltdean Library"
rec;    20100328;           1;       78901;           1;                       "Saltdean Library"
rec;    20100328;           1;       79000;           0;                           "Hemingways A"
rec;    20100328;           1;       79001;           1;                           "Hemingways A"
rec;    20100328;           1;       79100;           0;                         "Freshfield Inn"
rec;    20100328;           1;       79101;           1;                         "Freshfield Inn"
rec;    20100328;           1;       79200;           0;                    "Queens Park Terrace"
rec;    20100328;           1;       79201;           1;                    "Queens Park Terrace"
rec;    20100328;           1;       79400;           0;                          "Finsbury Road"
rec;    20100328;           1;       79401;           1;                          "Finsbury Road"
rec;    20100328;           1;       79500;           0;                           "Hallett Road"
rec;    20100328;           1;       79501;           1;                           "Hallett Road"
rec;    20100328;           1;       79600;           0;                  "Hanover/Pankhurst Ave"
rec;    20100328;           1;       79601;           1;                  "Hanover/Pankhurst Ave"
rec;    20100328;           1;       80700;           0;                       "Crowborough Road"
rec;    20100328;           1;       80701;           1;                       "Crowborough Road"
rec;    20100328;           1;       81000;           0;                         "North Street A"
rec;    20100328;           1;       81100;           0;                         "North Street B"
rec;    20100328;           1;       81200;           0;                         "North Street C"
rec;    20100328;           1;       81301;           1;                           "Old Steine D"
rec;    20100328;           1;       81401;           1;                           "Old Steine E"
rec;    20100328;           1;       81501;           1;                           "Old Steine F"
rec;    20100328;           1;       81600;           0;                           "Old Steine H"
rec;    20100328;           1;       81700;           0;                           "Old Steine X"
rec;    20100328;           1;       81801;           1;                         "St James's St."
rec;    20100328;           1;       82000;           0;                      "Sea Life Centre L"
rec;    20100328;           1;       82101;           1;                      "Sea Life Centre K"
rec;    20100328;           1;       82300;           0;                            "Pool Valley"
rec;    20100328;           1;       82401;           1;                          "Brighton Pier"
rec;    20100328;           1;       82501;           1;                         "North Street P"
rec;    20100328;           1;       82601;           1;                           "Old Steine Q"
rec;    20100328;           1;       83001;           1;                           "Old Steine U"
rec;    20100328;           1;       83101;           1;                           "Old Steine V"
rec;    20100328;           1;       83201;           1;                         "North Street W"
rec;    20100328;           1;       83301;           1;                         "North Street X"
rec;    20100328;           1;       83400;           0;                         "North Street Y"
rec;    20100328;           1;       83401;           1;                         "North Street Y"
rec;    20100328;           1;       83501;           1;                           "Old Steine Z"
rec;    20100328;           1;       83600;           0;                      "Withdean Car Park"
rec;    20100328;           1;       84000;           0;                 "Dukes Mound/Madeira Dr"
rec;    20100328;           1;       84001;           1;                 "Dukes Mound/Madeira Dr"
rec;    20100328;           1;       84300;           0;                             "Seafront A"
rec;    20100328;           1;       84301;           1;                             "Seafront A"
rec;    20100328;           1;       84900;           0;                        "Jewish Cemetery"
rec;    20100328;           1;       84901;           1;                        "Jewish Cemetery"
rec;    20100328;           1;       85000;           0;                             "Meadowview"
rec;    20100328;           1;       85100;           0;                            "Stoney Lane"
rec;    20100328;           1;       85101;           1;                            "Stoney Lane"
rec;    20100328;           1;       85200;           0;                            "Middle Road"
rec;    20100328;           1;       85300;           0;                       "Top of Queensway"
rec;    20100328;           1;       85301;           1;                       "Top of Queensway"
rec;    20100328;           1;       85501;           1;                "Rotherfield Cres Middle"
rec;    20100328;           1;       85800;           0;                              "Ghyllside"
rec;    20100328;           1;       85801;           1;                              "Ghyllside"
rec;    20100328;           1;       86000;           0;                          "Sheppards Way"
rec;    20100328;           1;       86001;           1;                          "Sheppards Way"
rec;    20100328;           1;       86100;           0;                         "Foredown Tower"
rec;    20100328;           1;       86101;           1;                         "Foredown Tower"
rec;    20100328;           1;       86200;           0;                          "Warrior Close"
rec;    20100328;           1;       86300;           0;                         "New Barn Close"
rec;    20100328;           1;       86500;           0;                          "Dawlish Close"
rec;    20100328;           1;       86501;           1;                          "Dawlish Close"
rec;    20100328;           1;       86700;           0;                      "Carden Junior Sch"
rec;    20100328;           1;       86800;           0;                            "Keymer Road"
rec;    20100328;           1;       86801;           1;                            "Keymer Road"
rec;    20100328;           1;       86900;           0;                     "Hollingdean Street"
rec;    20100328;           1;       87001;           1;                       "Bevendean School"
rec;    20100328;           1;       87100;           0;                       "Leybourne Parade"
rec;    20100328;           1;       87200;           0;                  "Rodmell Avenue Middle"
rec;    20100328;           1;       87201;           1;                  "Rodmell Avenue Middle"
rec;    20100328;           1;       87500;           0;                   "Eaton Road/The Drive"
rec;    20100328;           1;       87600;           0;                    "Hove Cricket Ground"
rec;    20100328;           1;       87601;           1;                    "Hove Cricket Ground"
rec;    20100328;           1;       87700;           0;                        "Law Courts Hove"
rec;    20100328;           1;       87701;           1;                        "Law Courts Hove"
rec;    20100328;           1;       87801;           1;                           "Bodiam Close"
rec;    20100328;           1;       88500;           0;                           "Sea View Way"
rec;    20100328;           1;       88501;           1;                           "Sea View Way"
rec;    20100328;           1;       88600;           0;                           "The Orchards"
rec;    20100328;           1;       88700;           0;           "Top of Queen Victoria Avenue"
rec;    20100328;           1;       88701;           1;           "Top of Queen Victoria Avenue"
rec;    20100328;           1;       88800;           0;                         "Sandringham Dr"
rec;    20100328;           1;       88801;           1;                         "Sandringham Dr"
rec;    20100328;           1;       88900;           0;                      "Queen Mary Avenue"
rec;    20100328;           1;       88901;           1;                      "Queen Mary Avenue"
rec;    20100328;           1;       89000;           0;                             "Sadler Way"
rec;    20100328;           1;       89001;           1;                             "Sadler Way"
rec;    20100328;           1;       89200;           0;                              "Grenadier"
rec;    20100328;           1;       89201;           1;                              "Grenadier"
rec;    20100328;           1;       89300;           0;                    "Martin Rd/Godwin Rd"
rec;    20100328;           1;       89301;           1;                    "Martin Rd/Godwin Rd"
rec;    20100328;           1;       89401;           1;                  "Burwash Road West End"
rec;    20100328;           1;       89500;           0;                       "Stonehurst Court"
rec;    20100328;           1;       89501;           1;                       "Stonehurst Court"
rec;    20100328;           1;       89600;           0;                   "Clock Tower (stop N)"
rec;    20100328;           1;       89700;           0;                        "Blatch.Mill Sch"
rec;    20100328;           1;       89800;           0;                "Longhill School Grounds"
rec;    20100328;           1;       89900;           0;                           "Varley Halls"
rec;    20100328;           1;       89901;           1;                           "Varley Halls"
rec;    20100328;           1;       90200;           0;                             "Lyon Close"
rec;    20100328;           1;       90201;           1;                             "Lyon Close"
rec;    20100328;           1;       90301;           1;                         "Selbourne Road"
rec;    20100328;           1;       90401;           1;                      "Montefiore Road A"
rec;    20100328;           1;       90500;           0;                            "Kings House"
rec;    20100328;           1;       90501;           1;                            "Kings House"
rec;    20100328;           1;       90900;           0;                       "Donald Hall Road"
rec;    20100328;           1;       90901;           1;                       "Donald Hall Road"
rec;    20100328;           1;       91001;           1;          "County Hospital rear entrance"
rec;    20100328;           1;       91100;           0;                       "George Street HJ"
rec;    20100328;           1;       91101;           1;                       "George Street HJ"
rec;    20100328;           1;       91201;           1;                      "Belle Vue Gardens"
rec;    20100328;           1;       91300;           0;                          "Thistle Hotel"
rec;    20100328;           1;       91501;           1;                       "Hove Town Hall N"
rec;    20100328;           1;       91900;           0;                       "Trafalgar Street"
rec;    20100328;           1;       92000;           0;                      "North Road Bottom"
rec;    20100328;           1;       92501;           1;                     "Brighton Station R"
rec;    20100328;           1;       92601;           1;                            "London Road"
rec;    20100328;           1;       92701;           1;                     "Brighton Station H"
rec;    20100328;           1;       92800;           0;                     "Brighton Station A"
rec;    20100328;           1;       92900;           0;                     "Brighton Station B"
rec;    20100328;           1;       93000;           0;                     "Brighton Station C"
rec;    20100328;           1;       93100;           0;                     "Brighton Station G"
rec;    20100328;           1;       93201;           1;                     "Brighton Station E"
rec;    20100328;           1;       93400;           0;                     "Brighton Station D"
rec;    20100328;           1;       93501;           1;                     "Kensington Gardens"
rec;    20100328;           1;       93601;           1;                     "St Peters Church A"
rec;    20100328;           1;       93700;           0;                    "St Peters Church LV"
rec;    20100328;           1;       93701;           1;                    "St Peters Church LV"
rec;    20100328;           1;       93800;           0;                           "North Road B"
rec;    20100328;           1;       93901;           1;                     "St Peters Church U"
rec;    20100328;           1;       94000;           0;                           "Ellen Street"
rec;    20100328;           1;       94201;           1;                          "Open Market O"
rec;    20100328;           1;       94300;           0;                         "Open Market QM"
rec;    20100328;           1;       94301;           1;                         "Open Market QM"
rec;    20100328;           1;       94400;           0;                          "Open Market A"
rec;    20100328;           1;       94500;           0;                       "Norfolk Square B"
rec;    20100328;           1;       94501;           1;                       "Norfolk Square B"
rec;    20100328;           1;       94600;           0;                       "Norfolk Square A"
rec;    20100328;           1;       94800;           0;                      "Palmeira Square A"
rec;    20100328;           1;       94801;           1;                      "Palmeira Square A"
rec;    20100328;           1;       94900;           0;                      "Palmeira Square B"
rec;    20100328;           1;       95100;           0;                        "Second Avenue A"
rec;    20100328;           1;       95101;           1;                        "Second Avenue A"
rec;    20100328;           1;       95200;           0;                        "Second Avenue B"
rec;    20100328;           1;       95201;           1;                        "Second Avenue B"
rec;    20100328;           1;       95300;           0;                      "Hove Town Hall AD"
rec;    20100328;           1;       95301;           1;                      "Hove Town Hall AD"
rec;    20100328;           1;       95400;           0;                      "Hove Town Hall BC"
rec;    20100328;           1;       95401;           1;                      "Hove Town Hall BC"
rec;    20100328;           1;       95500;           0;                         "Bishop Hann Ch"
rec;    20100328;           1;       95501;           1;                         "Bishop Hann Ch"
rec;    20100328;           1;       95800;           0;                        "St Andrews Road"
rec;    20100328;           1;       95801;           1;                        "St Andrews Road"
rec;    20100328;           1;       95900;           0;                         "Hove Street QR"
rec;    20100328;           1;       95901;           1;                         "Hove Street QR"
rec;    20100328;           1;       96001;           1;                          "Hove Street W"
rec;    20100328;           1;       96101;           1;                          "Hove Street S"
rec;    20100328;           1;       96201;           1;                          "Arundel Close"
rec;    20100328;           1;       96301;           1;                          "Williams Road"
rec;    20100328;           1;       96500;           0;                 "Victoria Road West End"
rec;    20100328;           1;       96501;           1;                 "Victoria Road West End"
rec;    20100328;           1;       96900;           0;                       "Patcham High Sch"
rec;    20100328;           1;       96901;           1;                       "Patcham High Sch"
rec;    20100328;           1;       97000;           0;                    "Cardinal Newman Top"
rec;    20100328;           1;       97100;           0;                            "High Street"
rec;    20100328;           1;       97200;           0;               "Marina Cinema (Set Down)"
rec;    20100328;           1;       97601;           1;                            "The Surgery"
rec;    20100328;           1;       97701;           1;                              "The Drive"
rec;    20100328;           1;       97800;           0;                              "Park Rise"
rec;    20100328;           1;       97801;           1;                              "Park Rise"
rec;    20100328;           1;       97900;           0;                             "Patchdean."
rec;    20100328;           1;       97901;           1;                             "Patchdean."
rec;    20100328;           1;       98100;           0;                   "Crescent Drive South"
rec;    20100328;           1;       98101;           1;                   "Crescent Drive South"
rec;    20100328;           1;       98500;           0;                        "Wayfield Avenue"
rec;    20100328;           1;       98501;           1;                        "Wayfield Avenue"
rec;    20100328;           1;       98600;           0;                        "Hove Polyclinic"
rec;    20100328;           1;       98700;           0;                     "Bishop Hann Church"
rec;    20100328;           1;       98701;           1;                     "Bishop Hann Church"
rec;    20100328;           1;       98801;           1;                     "West St (Event II)"
rec;    20100328;           1;       98900;           0;                    "Churchill Square DH"
rec;    20100328;           1;       98901;           1;                    "Churchill Square DH"
rec;    20100328;           1;       99000;           0;                    "Churchill Square CG"
rec;    20100328;           1;       99001;           1;                    "Churchill Square CG"
rec;    20100328;           1;       99100;           0;                    "Churchill Square BF"
rec;    20100328;           1;       99101;           1;                    "Churchill Square BF"
rec;    20100328;           1;       99200;           0;                    "Churchill Square AE"
rec;    20100328;           1;       99201;           1;                    "Churchill Square AE"
rec;    20100328;           1;       99500;           0;                           "Varley Halls"
rec;    20100328;           1;       99501;           1;                           "Varley Halls"
rec;    20100328;           1;       99801;           1;                       "Sx. County Hosp."
rec;    20100328;           1;      100001;           1;                             "Ferry Port"
rec;    20100328;           1;      100800;           0;                            "Devils Dyke"
rec;    20100328;           1;      101100;           0;                        "Stanmer Village"
rec;    20100328;           1;      101101;           1;                        "Stanmer Village"
rec;    20100328;           1;      101200;           0;                          "Stanmer Gates"
rec;    20100328;           1;      101201;           1;                          "Stanmer Gates"
rec;    20100328;           1;      101800;           0;                         "Avis Way (BOC)"
rec;    20100328;           1;      101801;           1;                         "Avis Way (BOC)"
rec;    20100328;           1;      101900;           0;                       "Avis W (Concord)"
rec;    20100328;           1;      101901;           1;                       "Avis W (Concord)"
rec;    20100328;           1;      102500;           0;                          "Paradise Park"
rec;    20100328;           1;      102700;           0;                     "Newhaven Sainsbury"
rec;    20100328;           1;      102701;           1;                     "Newhaven Sainsbury"
rec;    20100328;           1;      104200;           0;                            "Flying Fish"
rec;    20100328;           1;      104400;           0;                       "St Leonards Road"
rec;    20100328;           1;      105200;           0;                        "Cantercrow Hill"
rec;    20100328;           1;      105800;           0;                          "Denton Corner"
rec;    20100328;           1;      105801;           1;                          "Denton Corner"
rec;    20100328;           1;      105900;           0;                             "Avis Close"
rec;    20100328;           1;      105901;           1;                             "Avis Close"
rec;    20100328;           1;      106200;           0;                            "Retail Park"
rec;    20100328;           1;      106201;           1;                            "Retail Park"
rec;    20100328;           1;      106400;           0;                            "Rookery Way"
rec;    20100328;           1;      106600;           0;                   "Wellington Road East"
rec;    20100328;           1;      106700;           0;            "South Heighton Hampden Arms"
rec;    20100328;           1;      106800;           0;                          "Hollow Bottom"
rec;    20100328;           1;      107101;           1;                            "Denton Road"
rec;    20100328;           1;      107200;           0;                  "Newhaven Town Station"
rec;    20100328;           1;      107201;           1;                  "Newhaven Town Station"
rec;    20100328;           1;      107300;           0;                   "Wellington Road West"
rec;    20100328;           1;      107400;           0;                     "Newhaven South Way"
rec;    20100328;           1;      108100;           0;                         "Tideway School"
rec;    20100328;           1;      108300;           0;                            "Elim Church"
rec;    20100328;           1;      108400;           0;                   "Newhaven Lower Place"
rec;    20100328;           1;      108401;           1;                   "Newhaven Lower Place"
rec;    20100328;           1;      109200;           0;                  "Heathy Brow/Ambleside"
rec;    20100328;           1;      109201;           1;                  "Heathy Brow/Ambleside"
rec;    20100328;           1;      109300;           0;                       "Newhaven Station"
rec;    20100328;           1;      109301;           1;                       "Newhaven Station"
rec;    20100328;           1;      109600;           0;                              "Rose Walk"
rec;    20100328;           1;      109601;           1;                              "Rose Walk"
rec;    20100328;           1;      109700;           0;                        "Kwik Fit Garage"
rec;    20100328;           1;      109701;           1;                        "Kwik Fit Garage"
rec;    20100328;           1;      109800;           0;                            "The Fairway"
rec;    20100328;           1;      109801;           1;                            "The Fairway"
rec;    20100328;           1;      109901;           1;                   "Peacehaven Golf Club"
rec;    20100328;           1;      110000;           0;                        "Blakeney Avenue"
rec;    20100328;           1;      110001;           1;                        "Blakeney Avenue"
rec;    20100328;           1;      110100;           0;                        "Tudor Rose Park"
rec;    20100328;           1;      110101;           1;                        "Tudor Rose Park"
rec;    20100328;           1;      110200;           0;                           "Seaview Road"
rec;    20100328;           1;      110201;           1;                           "Seaview Road"
rec;    20100328;           1;      110300;           0;                         "Seaview Avenue"
rec;    20100328;           1;      110301;           1;                         "Seaview Avenue"
rec;    20100328;           1;      110400;           0;                        "Victoria Avenue"
rec;    20100328;           1;      110401;           1;                        "Victoria Avenue"
rec;    20100328;           1;      110500;           0;                         "Slindon Avenue"
rec;    20100328;           1;      110501;           1;                         "Slindon Avenue"
rec;    20100328;           1;      110600;           0;                    "Bramber Avenue A259"
rec;    20100328;           1;      110601;           1;                    "Bramber Avenue A259"
rec;    20100328;           1;      110700;           0;                       "Southdown Avenue"
rec;    20100328;           1;      110701;           1;                       "Southdown Avenue"
rec;    20100328;           1;      110800;           0;                          "Annexe Stores"
rec;    20100328;           1;      110801;           1;                          "Annexe Stores"
rec;    20100328;           1;      111000;           0;                        "Meridian Centre"
rec;    20100328;           1;      111001;           1;                        "Meridian Centre"
rec;    20100328;           1;      111100;           0;                         "Meridian Court"
rec;    20100328;           1;      111101;           1;                         "Meridian Court"
rec;    20100328;           1;      111200;           0;                        "Roderick Avenue"
rec;    20100328;           1;      111201;           1;                        "Roderick Avenue"
rec;    20100328;           1;      111301;           1;                          "Highview Road"
rec;    20100328;           1;      111800;           0;                         "Hoddern Avenue"
rec;    20100328;           1;      111801;           1;                         "Hoddern Avenue"
rec;    20100328;           1;      111900;           0;                         "Lincoln Avenue"
rec;    20100328;           1;      111901;           1;                         "Lincoln Avenue"
rec;    20100328;           1;      112000;           0;                   "Telscombe Cliffs Way"
rec;    20100328;           1;      112001;           1;                   "Telscombe Cliffs Way"
rec;    20100328;           1;      112100;           0;                      "Broomfield Avenue"
rec;    20100328;           1;      112101;           1;                      "Broomfield Avenue"
rec;    20100328;           1;      112200;           0;                         "Northcote Lane"
rec;    20100328;           1;      112201;           1;                         "Northcote Lane"
rec;    20100328;           1;      112300;           0;                            "The Ridings"
rec;    20100328;           1;      112301;           1;                            "The Ridings"
rec;    20100328;           1;      112400;           0;                            "Park Avenue"
rec;    20100328;           1;      112401;           1;                            "Park Avenue"
rec;    20100328;           1;      112500;           0;                             "Bush Close"
rec;    20100328;           1;      112501;           1;                             "Bush Close"
rec;    20100328;           1;      112800;           0;                        "Chatsworth Park"
rec;    20100328;           1;      112801;           1;                        "Chatsworth Park"
rec;    20100328;           1;      113000;           0;                        "Tels Cliffs Way"
rec;    20100328;           1;      113001;           1;                        "Tels Cliffs Way"
rec;    20100328;           1;      113100;           0;                       "St Peters Avenue"
rec;    20100328;           1;      113101;           1;                       "St Peters Avenue"
rec;    20100328;           1;      113301;           1;                       "Chatsworth Close"
rec;    20100328;           1;      113400;           0;                        "Cavendish Close"
rec;    20100328;           1;      113401;           1;                        "Cavendish Close"
rec;    20100328;           1;      113500;           0;                            "Heathy Brow"
rec;    20100328;           1;      113501;           1;                            "Heathy Brow"
rec;    20100328;           1;      113600;           0;                            "The Martins"
rec;    20100328;           1;      113601;           1;                            "The Martins"
rec;    20100328;           1;      113700;           0;                             "Downs Walk"
rec;    20100328;           1;      113701;           1;                             "Downs Walk"
rec;    20100328;           1;      113800;           0;                           "Bretts Field"
rec;    20100328;           1;      113801;           1;                           "Bretts Field"
rec;    20100328;           1;      113900;           0;                  "Roderick Avenue North"
rec;    20100328;           1;      113901;           1;                  "Roderick Avenue North"
rec;    20100328;           1;      114000;           0;                          "Cripps Avenue"
rec;    20100328;           1;      114001;           1;                          "Cripps Avenue"
rec;    20100328;           1;      114100;           0;                             "Glynn Road"
rec;    20100328;           1;      114101;           1;                             "Glynn Road"
rec;    20100328;           1;      114200;           0;                      "Collingwood Close"
rec;    20100328;           1;      114201;           1;                      "Collingwood Close"
rec;    20100328;           1;      200000;           0;                      "A22 (Little Chef)"
rec;    20100328;           1;      200001;           1;                      "A22 (Little Chef)"
rec;    20100328;           1;      200100;           0;                  "A259/Seamill Park Ave"
rec;    20100328;           1;      200101;           1;                  "A259/Seamill Park Ave"
rec;    20100328;           1;      200200;           0;                               "Albourne"
rec;    20100328;           1;      200201;           1;                               "Albourne"
rec;    20100328;           1;      200300;           0;                       "Angmering (A259)"
rec;    20100328;           1;      200301;           1;                       "Angmering (A259)"
rec;    20100328;           1;      200400;           0;                        "Angmering Green"
rec;    20100328;           1;      200401;           1;                        "Angmering Green"
rec;    20100328;           1;      200500;           0;                  "Arundel (High Street)"
rec;    20100328;           1;      200501;           1;                  "Arundel (High Street)"
rec;    20100328;           1;      200600;           0;                       "Bognor (Butlins)"
rec;    20100328;           1;      200601;           1;                       "Bognor (Butlins)"
rec;    20100328;           1;      200700;           0;                   "Bognor (High Street)"
rec;    20100328;           1;      200701;           1;                   "Bognor (High Street)"
rec;    20100328;           1;      200800;           0;                       "Brighton College"
rec;    20100328;           1;      200801;           1;                       "Brighton College"
rec;    20100328;           1;      200900;           0;                      "Broadwater Church"
rec;    20100328;           1;      200901;           1;                      "Broadwater Church"
rec;    20100328;           1;      201000;           0;                 "Burgess Hill (Rly.Stn)"
rec;    20100328;           1;      201001;           1;                 "Burgess Hill (Rly.Stn)"
rec;    20100328;           1;      201100;           0;                 "Climping (Bus Shelter)"
rec;    20100328;           1;      201101;           1;                 "Climping (Bus Shelter)"
rec;    20100328;           1;      201200;           0;                           "College Lane"
rec;    20100328;           1;      201201;           1;                           "College Lane"
rec;    20100328;           1;      201300;           0;                          "Crabtree Lane"
rec;    20100328;           1;      201301;           1;                          "Crabtree Lane"
rec;    20100328;           1;      201400;           0;                      "Cricketers Parade"
rec;    20100328;           1;      201401;           1;                      "Cricketers Parade"
rec;    20100328;           1;      201500;           0;                     "Ditchling (Church)"
rec;    20100328;           1;      201501;           1;                     "Ditchling (Church)"
rec;    20100328;           1;      201600;           0;               "East Preston (Fairlands)"
rec;    20100328;           1;      201601;           1;               "East Preston (Fairlands)"
rec;    20100328;           1;      201700;           0;                         "Easthill Drive"
rec;    20100328;           1;      201701;           1;                         "Easthill Drive"
rec;    20100328;           1;      201800;           0;                  "Felpham (Flansham Rd)"
rec;    20100328;           1;      201801;           1;                  "Felpham (Flansham Rd)"
rec;    20100328;           1;      201900;           0;                     "Ferring (Memorial)"
rec;    20100328;           1;      201901;           1;                     "Ferring (Memorial)"
rec;    20100328;           1;      202000;           0;                   "Findon (Black Horse)"
rec;    20100328;           1;      202001;           1;                   "Findon (Black Horse)"
rec;    20100328;           1;      202100;           0;                           "Ford Village"
rec;    20100328;           1;      202101;           1;                           "Ford Village"
rec;    20100328;           1;      202200;           0;                     "Franklin Rd.(A270)"
rec;    20100328;           1;      202300;           0;                          "Goring Church"
rec;    20100328;           1;      202301;           1;                          "Goring Church"
rec;    20100328;           1;      202400;           0;                          "Goring Street"
rec;    20100328;           1;      202401;           1;                          "Goring Street"
rec;    20100328;           1;      202500;           0;                "H.Heath (Perrymount Rd)"
rec;    20100328;           1;      202601;           1;                           "Hammy Lane 1"
rec;    20100328;           1;      202700;           0;                 "Hassocks (Post Office)"
rec;    20100328;           1;      202701;           1;                 "Hassocks (Post Office)"
rec;    20100328;           1;      202800;           0;                 "Henfield (High Street)"
rec;    20100328;           1;      202801;           1;                 "Henfield (High Street)"
rec;    20100328;           1;      202900;           0;                "Hurstpierpoint (Church)"
rec;    20100328;           1;      202901;           1;                "Hurstpierpoint (Church)"
rec;    20100328;           1;      203000;           0;                         "Keymer Library"
rec;    20100328;           1;      203001;           1;                         "Keymer Library"
rec;    20100328;           1;      203100;           0;                "Lancing (Crabtree Lane)"
rec;    20100328;           1;      203101;           1;                "Lancing (Crabtree Lane)"
rec;    20100328;           1;      203200;           0;               "Lancing (Leisure Centre)"
rec;    20100328;           1;      203201;           1;               "Lancing (Leisure Centre)"
rec;    20100328;           1;      203300;           0;                      "Lancing (Rly.Stn)"
rec;    20100328;           1;      203301;           1;                      "Lancing (Rly.Stn)"
rec;    20100328;           1;      203400;           0;                 "Lancing (South Street)"
rec;    20100328;           1;      203401;           1;                 "Lancing (South Street)"
rec;    20100328;           1;      203500;           0;                           "Langton Lane"
