mod; YYYY/MM/DD; HH:MM:SS; aligned
src; "Omnibus Systems - Omnibase "; "2010/03/28" ; "11:14:07"
chs; "ASCII"
ver; "For help and support contact the Omnibus Support Team"
ifv; "Version 5.0"
dve; "For help and support contact the Omnibus Support Team"
fft; ""
tbl; STOP_POINT
atr; BASE_VERSION; POINT_TYPE; POINT_NO; STOP_POINT_NO; STOP_POINT_DESC
frm; num[11.0]; num[11.0]; num[11.0]; num[11.0]; char[40]
rec;    20100328;           1;       31800;           0;                    "Greenfield Crescent"
rec;    20100328;           1;       31801;           1;                    "Greenfield Crescent"
rec;    20100328;           1;       31900;           0;                     "Braybon Avenue Top"
rec;    20100328;           1;       31901;           1;                     "Braybon Avenue Top"
rec;    20100328;           1;       32000;           0;                        "Surrenden Close"
rec;    20100328;           1;       32100;           0;                       "Beechwood Avenue"
rec;    20100328;           1;       32101;           1;                       "Beechwood Avenue"
rec;    20100328;           1;       32200;           0;                       "Woodbourne Shops"
rec;    20100328;           1;       32201;           1;                       "Woodbourne Shops"
rec;    20100328;           1;       32300;           0;                "Greenfield Cres. Middle"
rec;    20100328;           1;       32301;           1;                "Greenfield Cres. Middle"
rec;    20100328;           1;       32400;           0;                       "Greenfield Close"
rec;    20100328;           1;       32401;           1;                       "Greenfield Close"
rec;    20100328;           1;       32500;           0;                        "Highfield Cres."
rec;    20100328;           1;       32501;           1;                        "Highfield Cres."
rec;    20100328;           1;       32600;           0;                        "Crabtree Avenue"
rec;    20100328;           1;       32601;           1;                        "Crabtree Avenue"
rec;    20100328;           1;       32700;           0;                       "Varndean College"
rec;    20100328;           1;       32701;           1;                       "Varndean College"
rec;    20100328;           1;       32800;           0;                         "Surrenden Holt"
rec;    20100328;           1;       32801;           1;                         "Surrenden Holt"
rec;    20100328;           1;       32900;           0;                             "Loder Road"
rec;    20100328;           1;       32901;           1;                             "Loder Road"
rec;    20100328;           1;       33000;           0;                        "St Marys Church"
rec;    20100328;           1;       33001;           1;                        "St Marys Church"
rec;    20100328;           1;       33100;           0;                  "Surrenden Road Bottom"
rec;    20100328;           1;       33200;           0;                "Beaconsfield Villas Top"
rec;    20100328;           1;       33201;           1;                "Beaconsfield Villas Top"
rec;    20100328;           1;       33300;           0;                           "Lucerne Road"
rec;    20100328;           1;       33301;           1;                           "Lucerne Road"
rec;    20100328;           1;       33400;           0;             "Beaconsfield Villas Middle"
rec;    20100328;           1;       33401;           1;             "Beaconsfield Villas Middle"
rec;    20100328;           1;       33500;           0;             "Beaconsfield Villas Bottom"
rec;    20100328;           1;       33501;           1;             "Beaconsfield Villas Bottom"
rec;    20100328;           1;       33601;           1;                      "Stanford Avenue B"
rec;    20100328;           1;       33700;           0;                        "Chester Terrace"
rec;    20100328;           1;       33701;           1;                        "Chester Terrace"
rec;    20100328;           1;       33800;           0;                         "Southdown Road"
rec;    20100328;           1;       33801;           1;                         "Southdown Road"
rec;    20100328;           1;       33900;           0;                             "Fiveways B"
rec;    20100328;           1;       33901;           1;                             "Fiveways B"
rec;    20100328;           1;       34000;           0;                                "The Dip"
rec;    20100328;           1;       34100;           0;                 "Bottom of Roedale Road"
rec;    20100328;           1;       34200;           0;                             "Rugby Road"
rec;    20100328;           1;       34201;           1;                             "Rugby Road"
rec;    20100328;           1;       34300;           0;                  "Bottom of Davey Drive"
rec;    20100328;           1;       34301;           1;                  "Bottom of Davey Drive"
rec;    20100328;           1;       34400;           0;                      "Waverley Crescent"
rec;    20100328;           1;       34500;           0;                     "William Moon Lodge"
rec;    20100328;           1;       34600;           0;                         "Tavistock Down"
rec;    20100328;           1;       34700;           0;                            "Mountfields"
rec;    20100328;           1;       34801;           1;                      "Woodbourne Avenue"
rec;    20100328;           1;       34900;           0;                       "Freehold Terrace"
rec;    20100328;           1;       34901;           1;                       "Freehold Terrace"
rec;    20100328;           1;       35000;           0;                    "Sainsburys Lewes Rd"
rec;    20100328;           1;       35001;           1;                    "Sainsburys Lewes Rd"
rec;    20100328;           1;       35200;           0;                         "Newmarket Arms"
rec;    20100328;           1;       35201;           1;                         "Newmarket Arms"
rec;    20100328;           1;       35300;           0;                              "Bear Road"
rec;    20100328;           1;       35301;           1;                              "Bear Road"
rec;    20100328;           1;       35400;           0;             "Brighton University Falmer"
rec;    20100328;           1;       35401;           1;             "Brighton University Falmer"
rec;    20100328;           1;       35500;           0;                        "Imperial Arcade"
rec;    20100328;           1;       35501;           1;                        "Imperial Arcade"
rec;    20100328;           1;       35600;           0;                       "Top of Bear Road"
rec;    20100328;           1;       35601;           1;                       "Top of Bear Road"
rec;    20100328;           1;       35700;           0;                   "Top of Wilson Avenue"
rec;    20100328;           1;       35701;           1;                   "Top of Wilson Avenue"
rec;    20100328;           1;       35800;           0;                          "Downland Road"
rec;    20100328;           1;       35801;           1;                          "Downland Road"
rec;    20100328;           1;       35900;           0;                          "Lawn Cemetery"
rec;    20100328;           1;       35901;           1;                          "Lawn Cemetery"
rec;    20100328;           1;       36000;           0;                      "Nuffield Hospital"
rec;    20100328;           1;       36001;           1;                      "Nuffield Hospital"
rec;    20100328;           1;       36100;           0;                         "Bevendean Road"
rec;    20100328;           1;       36101;           1;                         "Bevendean Road"
rec;    20100328;           1;       36200;           0;           "Woodingdean Community Centre"
rec;    20100328;           1;       36201;           1;           "Woodingdean Community Centre"
rec;    20100328;           1;       36300;           0;                            "Downs Hotel"
rec;    20100328;           1;       36301;           1;                            "Downs Hotel"
rec;    20100328;           1;       36400;           0;                             "Warren Way"
rec;    20100328;           1;       36401;           1;                             "Warren Way"
rec;    20100328;           1;       36500;           0;                   "Crescent Drive North"
rec;    20100328;           1;       36501;           1;                   "Crescent Drive North"
rec;    20100328;           1;       36600;           0;                           "Rudyard Road"
rec;    20100328;           1;       36601;           1;                           "Rudyard Road"
rec;    20100328;           1;       36700;           0;                      "Lockwood Crescent"
rec;    20100328;           1;       36701;           1;                      "Lockwood Crescent"
rec;    20100328;           1;       36800;           0;               "Bottom of Kipling Avenue"
rec;    20100328;           1;       36801;           1;               "Bottom of Kipling Avenue"
rec;    20100328;           1;       36900;           0;                  "Bottom of The Ridgway"
rec;    20100328;           1;       36901;           1;                  "Bottom of The Ridgway"
rec;    20100328;           1;       37000;           0;                       "Crescent Drive S"
rec;    20100328;           1;       37001;           1;                       "Crescent Drive S"
rec;    20100328;           1;       37100;           0;                     "Cowley Drive Shops"
rec;    20100328;           1;       37101;           1;                     "Cowley Drive Shops"
rec;    20100328;           1;       37200;           0;                       "Ravenswood Drive"
rec;    20100328;           1;       37201;           1;                       "Ravenswood Drive"
rec;    20100328;           1;       37300;           0;                 "Bottom of Cowley Drive"
rec;    20100328;           1;       37301;           1;                 "Bottom of Cowley Drive"
rec;    20100328;           1;       37500;           0;                         "Ovingdean Road"
rec;    20100328;           1;       37501;           1;                         "Ovingdean Road"
rec;    20100328;           1;       37600;           0;                        "Longhill School"
rec;    20100328;           1;       37601;           1;                        "Longhill School"
rec;    20100328;           1;       37800;           0;                      "Rottingdean Place"
rec;    20100328;           1;       37801;           1;                      "Rottingdean Place"
rec;    20100328;           1;       37900;           0;                         "Court Ord Road"
rec;    20100328;           1;       37901;           1;                         "Court Ord Road"
rec;    20100328;           1;       38000;           0;             "Cricket Ground Rottingdean"
rec;    20100328;           1;       38001;           1;             "Cricket Ground Rottingdean"
rec;    20100328;           1;       38100;           0;                          "Bazehill Road"
rec;    20100328;           1;       38101;           1;                          "Bazehill Road"
rec;    20100328;           1;       38201;           1;                       "Rottingdean Pond"
rec;    20100328;           1;       38300;           0;                      "Rottingdean Green"
rec;    20100328;           1;       38400;           0;                "Rottingdean High Street"
rec;    20100328;           1;       38401;           1;                "Rottingdean High Street"
rec;    20100328;           1;       38500;           0;                            "Rottingdean"
rec;    20100328;           1;       38600;           0;                         "Brownleaf Road"
rec;    20100328;           1;       38700;           0;                      "Millyard Crescent"
rec;    20100328;           1;       38800;           0;                        "Briarcroft Road"
rec;    20100328;           1;       38900;           0;                         "Falmer Gardens"
rec;    20100328;           1;       39000;           0;                          "Balsdean Road"
rec;    20100328;           1;       39001;           1;                          "Balsdean Road"
rec;    20100328;           1;       39100;           0;                        "Heronsdale Road"
rec;    20100328;           1;       39101;           1;                        "Heronsdale Road"
rec;    20100328;           1;       39200;           0;                    "Top of Cowley Drive"
rec;    20100328;           1;       39201;           1;                    "Top of Cowley Drive"
rec;    20100328;           1;       39300;           0;                           "Foxdown Road"
rec;    20100328;           1;       39301;           1;                           "Foxdown Road"
rec;    20100328;           1;       39400;           0;                     "Stanstead Crescent"
rec;    20100328;           1;       39401;           1;                     "Stanstead Crescent"
rec;    20100328;           1;       39501;           1;                           "Shipley Road"
rec;    20100328;           1;       39600;           0;                 "Rudyard Kipling School"
rec;    20100328;           1;       39601;           1;                 "Rudyard Kipling School"
rec;    20100328;           1;       39700;           0;                         "Chalkland Rise"
rec;    20100328;           1;       39701;           1;                         "Chalkland Rise"
rec;    20100328;           1;       39800;           0;               "Top of Downs Valley Road"
rec;    20100328;           1;       39801;           1;               "Top of Downs Valley Road"
rec;    20100328;           1;       39900;           0;              "Langley Crescent East End"
rec;    20100328;           1;       39901;           1;              "Langley Crescent East End"
rec;    20100328;           1;       40000;           0;                           "Sutton Close"
rec;    20100328;           1;       40001;           1;                           "Sutton Close"
rec;    20100328;           1;       40100;           0;              "Langley Crescent West End"
rec;    20100328;           1;       40101;           1;              "Langley Crescent West End"
rec;    20100328;           1;       40201;           1;                         "McWilliam Road"
rec;    20100328;           1;       40300;           0;                              "Race Hill"
rec;    20100328;           1;       40301;           1;                              "Race Hill"
rec;    20100328;           1;       40400;           0;                     "Pankhurst Avenue B"
rec;    20100328;           1;       40401;           1;                     "Pankhurst Avenue B"
rec;    20100328;           1;       40500;           0;                     "Pankhurst Avenue A"
rec;    20100328;           1;       40600;           0;                          "Tilgate Close"
rec;    20100328;           1;       40601;           1;                          "Tilgate Close"
rec;    20100328;           1;       40700;           0;                           "Hadlow Close"
rec;    20100328;           1;       40701;           1;                           "Hadlow Close"
rec;    20100328;           1;       40800;           0;                         "Evelyn Terrace"
rec;    20100328;           1;       40801;           1;                         "Evelyn Terrace"
rec;    20100328;           1;       40900;           0;                         "Freshfield Way"
rec;    20100328;           1;       40901;           1;                         "Freshfield Way"
rec;    20100328;           1;       41000;           0;                        "Gala Bingo Hall"
rec;    20100328;           1;       41001;           1;                        "Gala Bingo Hall"
rec;    20100328;           1;       41301;           1;                           "Hemingways B"
rec;    20100328;           1;       41400;           0;                       "St Lukes Terrace"
rec;    20100328;           1;       41401;           1;                       "St Lukes Terrace"
rec;    20100328;           1;       41600;           0;                            "Park Street"
rec;    20100328;           1;       41601;           1;                            "Park Street"
rec;    20100328;           1;       41700;           0;                       "Devonshire Place"
rec;    20100328;           1;       41701;           1;                       "Devonshire Place"
rec;    20100328;           1;       41800;           0;                    "Law Courts Brighton"
rec;    20100328;           1;       41801;           1;                    "Law Courts Brighton"
rec;    20100328;           1;       42101;           1;                    "St James Street Top"
rec;    20100328;           1;       42200;           0;                     "Upper Rock Gardens"
rec;    20100328;           1;       42201;           1;                     "Upper Rock Gardens"
rec;    20100328;           1;       42300;           0;                          "College Place"
rec;    20100328;           1;       42301;           1;                          "College Place"
rec;    20100328;           1;       42400;           0;                        "County Hospital"
rec;    20100328;           1;       42401;           1;                        "County Hospital"
rec;    20100328;           1;       42500;           0;                         "Chesham Street"
rec;    20100328;           1;       42501;           1;                         "Chesham Street"
rec;    20100328;           1;       42600;           0;                          "St Marys Hall"
rec;    20100328;           1;       42601;           1;                          "St Marys Hall"
rec;    20100328;           1;       42700;           0;                        "Lidl Superstore"
rec;    20100328;           1;       42701;           1;                        "Lidl Superstore"
rec;    20100328;           1;       42800;           0;                       "Arundel Road Btn"
rec;    20100328;           1;       42801;           1;                       "Arundel Road Btn"
rec;    20100328;           1;       42900;           0;                   "Whitehawk Bus Garage"
rec;    20100328;           1;       42901;           1;                   "Whitehawk Bus Garage"
rec;    20100328;           1;       43000;           0;                   "Marlow Rd/Wilson Ave"
rec;    20100328;           1;       43001;           1;                   "Marlow Rd/Wilson Ave"
rec;    20100328;           1;       43100;           0;                          "Wadhurst Rise"
rec;    20100328;           1;       43101;           1;                          "Wadhurst Rise"
rec;    20100328;           1;       43200;           0;          "Stanley Deason Leisure Centre"
rec;    20100328;           1;       43201;           1;          "Stanley Deason Leisure Centre"
rec;    20100328;           1;       43301;           1;                          "Wiston Road A"
rec;    20100328;           1;       43400;           0;                           "Roedean Road"
rec;    20100328;           1;       43401;           1;                           "Roedean Road"
rec;    20100328;           1;       43501;           1;                       "Marina Slip Rd A"
rec;    20100328;           1;       43700;           0;                          "Sussex Square"
rec;    20100328;           1;       43800;           0;               "St Marys Hall/Church Pl."
rec;    20100328;           1;       43900;           0;                             "Eaton Road"
rec;    20100328;           1;       43901;           1;                             "Eaton Road"
rec;    20100328;           1;       44000;           0;                       "George Street EK"
rec;    20100328;           1;       44001;           1;                       "George Street EK"
rec;    20100328;           1;       44101;           1;                        "George Street F"
rec;    20100328;           1;       44200;           0;                       "Sackville Road G"
rec;    20100328;           1;       44301;           1;                       "Sackville Road U"
rec;    20100328;           1;       44400;           0;                      "Westbourne Street"
rec;    20100328;           1;       44401;           1;                      "Westbourne Street"
rec;    20100328;           1;       44500;           0;                             "Scott Road"
rec;    20100328;           1;       44501;           1;                             "Scott Road"
rec;    20100328;           1;       44600;           0;                            "School Road"
rec;    20100328;           1;       44601;           1;                            "School Road"
rec;    20100328;           1;       44700;           0;                         "Coleman Avenue"
rec;    20100328;           1;       44701;           1;                         "Coleman Avenue"
rec;    20100328;           1;       44800;           0;                   "Olive Rd/Portland Rd"
rec;    20100328;           1;       44801;           1;                   "Olive Rd/Portland Rd"
rec;    20100328;           1;       44900;           0;                           "Glebe Villas"
rec;    20100328;           1;       44901;           1;                           "Glebe Villas"
rec;    20100328;           1;       45000;           0;                      "Portslade Stn. GH"
rec;    20100328;           1;       45001;           1;                      "Portslade Stn. GH"
rec;    20100328;           1;       45100;           0;                 "Hove Park Lower School"
rec;    20100328;           1;       45101;           1;                 "Hove Park Lower School"
rec;    20100328;           1;       45201;           1;                      "Carlton Terrace E"
rec;    20100328;           1;       45300;           0;                        "Isabel Crescent"
rec;    20100328;           1;       45301;           1;                        "Isabel Crescent"
rec;    20100328;           1;       45400;           0;                 "Victoria Road East End"
rec;    20100328;           1;       45401;           1;                 "Victoria Road East End"
rec;    20100328;           1;       45500;           0;                      "Portslade Stn. CJ"
rec;    20100328;           1;       45501;           1;                      "Portslade Stn. CJ"
rec;    20100328;           1;       45600;           0;                  "Downs Hotel/Falmer Rd"
rec;    20100328;           1;       45601;           1;                  "Downs Hotel/Falmer Rd"
rec;    20100328;           1;       45700;           0;                      "Carlton Terrace F"
rec;    20100328;           1;       45701;           1;                      "Carlton Terrace F"
rec;    20100328;           1;       45800;           0;                     "Franklin Road East"
rec;    20100328;           1;       45801;           1;                     "Franklin Road East"
rec;    20100328;           1;       45900;           0;                       "Clarendon Road E"
rec;    20100328;           1;       45901;           1;                       "Clarendon Road E"
rec;    20100328;           1;       46000;           0;                               "Ashcroft"
rec;    20100328;           1;       46001;           1;                               "Ashcroft"
rec;    20100328;           1;       46100;           0;                       "The Green Jacket"
rec;    20100328;           1;       46101;           1;                       "The Green Jacket"
rec;    20100328;           1;       46200;           0;                        "Buckingham Park"
rec;    20100328;           1;       46201;           1;                        "Buckingham Park"
rec;    20100328;           1;       46300;           0;                              "Adur Road"
rec;    20100328;           1;       46301;           1;                              "Adur Road"
rec;    20100328;           1;       46400;           0;                            "Chalky Road"
rec;    20100328;           1;       46401;           1;                            "Chalky Road"
rec;    20100328;           1;       46500;           0;                         "Wickhurst Road"
rec;    20100328;           1;       46501;           1;                         "Wickhurst Road"
rec;    20100328;           1;       46600;           0;                      "Valley Road Shops"
rec;    20100328;           1;       46601;           1;                      "Valley Road Shops"
rec;    20100328;           1;       46700;           0;                         "Drove Crescent"
rec;    20100328;           1;       46701;           1;                         "Drove Crescent"
rec;    20100328;           1;       46800;           0;                  "Portslade Old Village"
rec;    20100328;           1;       46801;           1;                  "Portslade Old Village"
rec;    20100328;           1;       46900;           0;              "St Nicholas Ch./Portslade"
rec;    20100328;           1;       46901;           1;              "St Nicholas Ch./Portslade"
rec;    20100328;           1;       47000;           0;              "Southern Cross/Locks Hill"
rec;    20100328;           1;       47001;           1;              "Southern Cross/Locks Hill"
rec;    20100328;           1;       47100;           0;                    "Battle of Trafalgar"
rec;    20100328;           1;       47101;           1;                    "Battle of Trafalgar"
rec;    20100328;           1;       47200;           0;                    "Portslade Town Hall"
rec;    20100328;           1;       47201;           1;                    "Portslade Town Hall"
rec;    20100328;           1;       47300;           0;                       "Coleridge Street"
rec;    20100328;           1;       47301;           1;                       "Coleridge Street"
rec;    20100328;           1;       47401;           1;                          "Portland Road"
rec;    20100328;           1;       47500;           0;                      "Blatchington Road"
rec;    20100328;           1;       47600;           0;                               "The Rise"
rec;    20100328;           1;       47601;           1;                               "The Rise"
rec;    20100328;           1;       47700;           0;                         "Stanley Avenue"
rec;    20100328;           1;       47800;           0;                         "Chrisdory Road"
rec;    20100328;           1;       47900;           0;                    "Mile Oak Road Shops"
rec;    20100328;           1;       48000;           0;                       "Hole in the Wall"
rec;    20100328;           1;       48001;           1;                       "Hole in the Wall"
rec;    20100328;           1;       48100;           0;                           "Edgehill Way"
rec;    20100328;           1;       48101;           1;                           "Edgehill Way"
rec;    20100328;           1;       48200;           0;                       "Brasslands Drive"
rec;    20100328;           1;       48201;           1;                       "Brasslands Drive"
rec;    20100328;           1;       48300;           0;                       "Mile Oak Gardens"
rec;    20100328;           1;       48301;           1;                       "Mile Oak Gardens"
rec;    20100328;           1;       48400;           0;                         "Highlands Road"
rec;    20100328;           1;       48401;           1;                         "Highlands Road"
rec;    20100328;           1;       48500;           0;                      "Benfield Crescent"
rec;    20100328;           1;       48501;           1;                      "Benfield Crescent"
rec;    20100328;           1;       48600;           0;                         "Millcross Road"
rec;    20100328;           1;       48601;           1;                         "Millcross Road"
rec;    20100328;           1;       48700;           0;                             "Mill House"
rec;    20100328;           1;       48701;           1;                             "Mill House"
rec;    20100328;           1;       48800;           0;                          "Foredown Road"
rec;    20100328;           1;       48801;           1;                          "Foredown Road"
rec;    20100328;           1;       48900;           0;                       "Old Shoreham Rd."
rec;    20100328;           1;       48901;           1;                       "Old Shoreham Rd."
rec;    20100328;           1;       49000;           0;                            "Martin Road"
rec;    20100328;           1;       49001;           1;                            "Martin Road"
rec;    20100328;           1;       49100;           0;                        "Churchill House"
rec;    20100328;           1;       49101;           1;                        "Churchill House"
rec;    20100328;           1;       49200;           0;                        "Grenadier Hotel"
rec;    20100328;           1;       49201;           1;                        "Grenadier Hotel"
rec;    20100328;           1;       49300;           0;                      "Hangleton Library"
rec;    20100328;           1;       49301;           1;                      "Hangleton Library"
rec;    20100328;           1;       49400;           0;                       "West Way Twitten"
rec;    20100328;           1;       49401;           1;                       "West Way Twitten"
rec;    20100328;           1;       49500;           0;                     "Towns Corner Shops"
rec;    20100328;           1;       49501;           1;                     "Towns Corner Shops"
rec;    20100328;           1;       49600;           0;                          "Poplar Avenue"
rec;    20100328;           1;       49601;           1;                          "Poplar Avenue"
rec;    20100328;           1;       49700;           0;                    "Bottom of Downsview"
rec;    20100328;           1;       49701;           1;                    "Bottom of Downsview"
rec;    20100328;           1;       49800;           0;                           "Warenne Road"
rec;    20100328;           1;       49801;           1;                           "Warenne Road"
rec;    20100328;           1;       49900;           0;                        "Northfield Rise"
rec;    20100328;           1;       49901;           1;                        "Northfield Rise"
rec;    20100328;           1;       50000;           0;                             "Honeycroft"
rec;    20100328;           1;       50001;           1;                             "Honeycroft"
rec;    20100328;           1;       50100;           0;                               "Downsman"
rec;    20100328;           1;       50101;           1;                               "Downsman"
rec;    20100328;           1;       50200;           0;                           "Hardwick Way"
rec;    20100328;           1;       50201;           1;                           "Hardwick Way"
rec;    20100328;           1;       50300;           0;                          "Hardwick Road"
rec;    20100328;           1;       50400;           0;               "West Blatchington School"
rec;    20100328;           1;       50401;           1;               "West Blatchington School"
rec;    20100328;           1;       50500;           0;                         "Poynings Drive"
rec;    20100328;           1;       50501;           1;                         "Poynings Drive"
rec;    20100328;           1;       50600;           0;                            "Clayton Way"
rec;    20100328;           1;       50601;           1;                            "Clayton Way"
rec;    20100328;           1;       50700;           0;                         "Hangleton Road"
rec;    20100328;           1;       50701;           1;                         "Hangleton Road"
rec;    20100328;           1;       50800;           0;                        "Court Farm Road"
rec;    20100328;           1;       50801;           1;                        "Court Farm Road"
rec;    20100328;           1;       50900;           0;                        "Nevill Way/Road"
rec;    20100328;           1;       50901;           1;                        "Nevill Way/Road"
rec;    20100328;           1;       51000;           0;                       "Co-op Superstore"
rec;    20100328;           1;       51001;           1;                       "Co-op Superstore"
rec;    20100328;           1;       51100;           0;                      "Greyhound Stadium"
rec;    20100328;           1;       51101;           1;                      "Greyhound Stadium"
rec;    20100328;           1;       51200;           0;                     "Hove Park Tavern A"
rec;    20100328;           1;       51201;           1;                     "Hove Park Tavern A"
rec;    20100328;           1;       51300;           0;                       "Chichester Close"
rec;    20100328;           1;       51400;           0;                       "Old School Place"
rec;    20100328;           1;       51401;           1;                       "Old School Place"
rec;    20100328;           1;       51500;           0;                    "Martin Rd/Egmont Rd"
rec;    20100328;           1;       51600;           0;                     "Godwin Road Middle"
rec;    20100328;           1;       51601;           1;                     "Godwin Road Middle"
rec;    20100328;           1;       51700;           0;                     "St Richards Church"
rec;    20100328;           1;       51701;           1;                     "St Richards Church"
rec;    20100328;           1;       51800;           0;                    "Bellingham Crescent"
rec;    20100328;           1;       51801;           1;                    "Bellingham Crescent"
rec;    20100328;           1;       51900;           0;                             "Olive Road"
rec;    20100328;           1;       52000;           0;                       "High Park Avenue"
rec;    20100328;           1;       52001;           1;                       "High Park Avenue"
rec;    20100328;           1;       52100;           0;                           "Burwash Road"
rec;    20100328;           1;       52101;           1;                           "Burwash Road"
rec;    20100328;           1;       52201;           1;                            "Godwin Road"
rec;    20100328;           1;       52300;           0;            "Portslade Community College"
rec;    20100328;           1;       52301;           1;            "Portslade Community College"
rec;    20100328;           1;       52400;           0;                  "Portslade Comm Centre"
rec;    20100328;           1;       52401;           1;                  "Portslade Comm Centre"
rec;    20100328;           1;       52500;           0;                    "Graham Avenue Shops"
rec;    20100328;           1;       52600;           0;                       "New England Rise"
rec;    20100328;           1;       52700;           0;                         "Thornhill Rise"
rec;    20100328;           1;       52701;           1;                         "Thornhill Rise"
rec;    20100328;           1;       52800;           0;                "Portslade Health Centre"
rec;    20100328;           1;       52801;           1;                "Portslade Health Centre"
rec;    20100328;           1;       52901;           1;              "Seven Dials/Chatham Place"
rec;    20100328;           1;       53000;           0;                             "Waitrose B"
rec;    20100328;           1;       53001;           1;                             "Waitrose B"
rec;    20100328;           1;       53100;           0;                             "Waitrose A"
rec;    20100328;           1;       53200;           0;                       "Boundary Road AK"
rec;    20100328;           1;       53201;           1;                       "Boundary Road AK"
rec;    20100328;           1;       53301;           1;                        "Boundary Road B"
rec;    20100328;           1;       53401;           1;                    "Top of Rowan Avenue"
rec;    20100328;           1;       53601;           1;                     "Sunninghill Avenue"
rec;    20100328;           1;       53701;           1;                              "Cheapside"
rec;    20100328;           1;       54100;           0;                       "Linchmere Avenue"
rec;    20100328;           1;       54101;           1;                       "Linchmere Avenue"
rec;    20100328;           1;       54200;           0;               "St Nicholas Ch./Saltdean"
rec;    20100328;           1;       54201;           1;               "St Nicholas Ch./Saltdean"
rec;    20100328;           1;       54300;           0;                   "Lustrells Vale Shops"
rec;    20100328;           1;       54301;           1;                   "Lustrells Vale Shops"
rec;    20100328;           1;       54401;           1;                          "Falmer Avenue"
rec;    20100328;           1;       54500;           0;                            "Saxon Close"
rec;    20100328;           1;       54501;           1;                            "Saxon Close"
rec;    20100328;           1;       54600;           0;                         "Arlington Gdns"
rec;    20100328;           1;       54601;           1;                         "Arlington Gdns"
rec;    20100328;           1;       54700;           0;                    "Saltdean Vale Shops"
rec;    20100328;           1;       54701;           1;                    "Saltdean Vale Shops"
rec;    20100328;           1;       54800;           0;                 "Westfield Avenue North"
rec;    20100328;           1;       54801;           1;                 "Westfield Avenue North"
rec;    20100328;           1;       54900;           0;                        "Coombe Vale Top"
rec;    20100328;           1;       55000;           0;                     "Coombe Vale Middle"
rec;    20100328;           1;       55100;           0;                           "Shirley Road"
rec;    20100328;           1;       55101;           1;                           "Shirley Road"
rec;    20100328;           1;       55200;           0;              "Old Shoreham Rd/The Drive"
rec;    20100328;           1;       55300;           0;                         "Cottesmore Sch"
rec;    20100328;           1;       55301;           1;                         "Cottesmore Sch"
rec;    20100328;           1;       55500;           0;                           "Towns Corner"
rec;    20100328;           1;       55700;           0;                 "Hangleton Valley Drive"
rec;    20100328;           1;       55701;           1;                 "Hangleton Valley Drive"
rec;    20100328;           1;       55800;           0;                           "Clifton Hill"
rec;    20100328;           1;       55801;           1;                           "Clifton Hill"
rec;    20100328;           1;       55900;           0;                         "Homelees House"
rec;    20100328;           1;       55901;           1;                         "Homelees House"
rec;    20100328;           1;       56401;           1;                         "Glebe Villas 1"
rec;    20100328;           1;       56700;           0;                        "Wellington Road"
rec;    20100328;           1;       56701;           1;                        "Wellington Road"
rec;    20100328;           1;       56800;           0;                          "Norway Street"
rec;    20100328;           1;       56801;           1;                          "Norway Street"
rec;    20100328;           1;       56900;           0;                        "St Keyna Avenue"
rec;    20100328;           1;       56901;           1;                        "St Keyna Avenue"
rec;    20100328;           1;       57000;           0;                         "Brittany Court"
rec;    20100328;           1;       57001;           1;                         "Brittany Court"
rec;    20100328;           1;       57100;           0;                              "Wish Road"
rec;    20100328;           1;       57101;           1;                              "Wish Road"
rec;    20100328;           1;       57200;           0;                        "Richardson Road"
rec;    20100328;           1;       57201;           1;                        "Richardson Road"
rec;    20100328;           1;       57300;           0;                      "Westbourne Villas"
rec;    20100328;           1;       57301;           1;                      "Westbourne Villas"
rec;    20100328;           1;       57401;           1;                         "Woodland Drive"
rec;    20100328;           1;       57500;           0;                   "Holmes Ave/Elm Drive"
rec;    20100328;           1;       57501;           1;                   "Holmes Ave/Elm Drive"
rec;    20100328;           1;       57600;           0;                        "Elm Drive Shops"
rec;    20100328;           1;       57601;           1;                        "Elm Drive Shops"
rec;    20100328;           1;       57700;           0;                           "Maytree Walk"
rec;    20100328;           1;       57801;           1;                 "Maytree Walk/Rowan Ave"
rec;    20100328;           1;       57900;           0;                   "Fallowfield Crescent"
rec;    20100328;           1;       57901;           1;                   "Fallowfield Crescent"
rec;    20100328;           1;       58000;           0;                           "Ashlings Way"
rec;    20100328;           1;       58001;           1;                           "Ashlings Way"
rec;    20100328;           1;       58100;           0;                        "Northease Drive"
rec;    20100328;           1;       58101;           1;                        "Northease Drive"
rec;    20100328;           1;       58200;           0;                       "Sherbourne Close"
rec;    20100328;           1;       58201;           1;                       "Sherbourne Close"
rec;    20100328;           1;       58300;           0;                         "Spencer Avenue"
rec;    20100328;           1;       58301;           1;                         "Spencer Avenue"
rec;    20100328;           1;       58400;           0;                              "Lark Hill"
rec;    20100328;           1;       58401;           1;                              "Lark Hill"
rec;    20100328;           1;       58500;           0;                "Northease Dr/Poplar Ave"
rec;    20100328;           1;       58501;           1;                "Northease Dr/Poplar Ave"
rec;    20100328;           1;       58600;           0;                          "Holmes Avenue"
rec;    20100328;           1;       58601;           1;                          "Holmes Avenue"
rec;    20100328;           1;       58800;           0;                             "Nevill Ave"
rec;    20100328;           1;       58801;           1;                             "Nevill Ave"
rec;    20100328;           1;       58900;           0;                             "Nevill Way"
rec;    20100328;           1;       58901;           1;                             "Nevill Way"
